time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/std,train/approx_kl,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
1785856,1000.0,109,6770,263,1334.36357555,0.0011510683922097086,0.0003,2.885277339390346,-0.005266731604933739,0.1905149221420288,0.039327305,0.2,905,0.9233219623565674,0.32142857142857145,0.009139757520253105
1802240,1000.0,110,6784,265,1336.28657517,0.0005255608684556269,0.0003,2.9332503831904866,-0.03448307141661644,0.18936611711978912,0.030567085,0.2,910,0.9641053676605225,0.3435235507246377,-0.01037890419019791
1818624,1000.0,111,6797,267,1336.7170580999998,0.0008060505184219728,0.0003,2.985480363629445,-0.0026789377443492413,0.18863452970981598,0.030552771,0.2,914,0.9580367803573608,0.34246980042016806,-0.0074176320428529586
1835008,1000.0,112,6813,269,1335.8053264399998,0.0007608308463305649,0.0003,3.011391630437639,-0.010688172653317451,0.18838916718959808,0.032449212,0.2,917,0.9570840001106262,0.3527777777777778,-0.0027505604485567247
1851392,1000.0,113,6823,271,1335.48269878,0.00047496784231133805,0.0003,3.0554000205875185,-0.03248397633433342,0.18741066753864288,0.04286775,0.2,923,0.9702851176261902,0.3466857531055901,-0.011153395699484632
1867776,1000.0,114,6838,273,1333.55186888,0.0011253331502722665,0.0003,3.0908410251140594,-0.013439293950796127,0.18720011413097382,0.030534118,0.2,927,0.9587756991386414,0.33114858774038464,-0.004795350450037334
1884160,1000.0,115,6854,274,1336.13752225,0.0009192073748575136,0.0003,3.125370243251724,0.0016526192193850875,0.1864333599805832,0.03138582,0.2,930,0.9571342468261719,0.3338401845637584,-0.0009135375543178728
1900544,1000.0,116,6870,276,1334.48894251,0.0006083280889264818,0.0003,3.185647536862281,-0.022996515035629272,0.1853763610124588,0.03297552,0.2,933,0.9621543884277344,0.33389616935483873,-0.0007056018728162012
1916928,1000.0,117,6882,278,1332.29749695,0.0010988075843091462,0.0003,3.229108134905497,-0.022807776927947998,0.18513421714305878,0.03858298,0.2,938,0.9417157173156738,0.37696792140151514,-0.005094333969860931
1933312,1000.0,118,6900,280,1333.30063154,0.0011627351680848126,0.0003,3.233203214757583,-0.0025668232701718807,0.18509118258953094,0.031588227,0.2,940,0.9403750896453857,0.3583409926470588,0.005393810748286983
1949696,1000.0,119,6911,282,1333.74521855,0.0006007885849916941,0.0003,3.278197487047614,-0.01759941875934601,0.1838773488998413,0.029962905,0.2,945,0.9603105783462524,0.34460676115241634,-0.009147392224942829
1966080,1000.0,120,6926,283,1336.6814981600003,0.0005127969949519847,0.0003,3.3283110958464603,-0.011959651485085487,0.18324269354343414,0.030491168,0.2,948,0.9588415622711182,0.33604138962765956,-0.0032231523135201412
1982464,1000.0,121,6937,285,1336.31400965,0.0007705886842365768,0.0003,3.38050043064615,-0.02557947300374508,0.1825648993253708,0.035318084,0.2,953,0.9660428166389465,0.35466202445652173,-0.008839059686895622
1998848,1000.0,122,6949,287,1327.39498149,0.0015227223149708753,0.0003,3.4123317963868667,-0.03340774402022362,0.1822102814912796,0.035329726,0.2,957,0.9443172812461853,0.3745638652912621,-0.003844483445841566
2015232,1000.0,123,6965,289,1330.19363982,0.0028948305654181643,0.0003,3.424469763949766,0.013621276244521141,0.1821635216474533,0.031432595,0.2,959,0.927490770816803,0.3462658898305085,0.0053079167353305015
2031616,1000.0,124,6977,291,1324.46449222,0.001606370418159154,0.0003,3.438663231862056,0.005666275508701801,0.18189726769924164,0.03474117,0.2,963,0.9293960332870483,0.36407602813852813,-0.0038434581899636495
2048000,1000.0,125,6993,292,1319.97177335,0.0015037457607867358,0.0003,3.4482783854586407,0.010592278093099594,0.18193013966083527,0.029439205,0.2,965,0.9372102618217468,0.32054004854368934,0.005017657676096824
